Workno,Fname,Lastname,Password,Assets,Income,Liabilities,NetWorth,Experience,Salaries_Income
25972,YEAGER,NORMAN,1090,36058734,6386962,621942,41823754,20,450000
25973,SAUCEDO,HARRINGTON,1090,30073861,7444114,894344,36623631,15,400000
25974,FERREIRA,CASEY,1090,41943744,6169438,228918,47884264,20,450000
25975,SPRAGUE,PATTON,1090,23003306,18247968,812272,40439002,20,450000
25976,LACY,LOGAN,1090,17697188,8687765,586982,25797971,10,300000
25977,HURTADO,BOWERS,1090,40781111,1710100,357445,42133766,20,450000
25978,HEARD,MUELLER,1090,11084351,8120847,433633,18771565,8,250000
25979,CONNELL,GLOVER,1090,42655430,10278488,18843,52915075,20,450000
25980,STAHL,FLOYD,1090,4950899,18762996,578268,23135627,10,300000
25981,ALDRIDGE,HARTMAN,1090,23774965,15838266,77697,39535534,15,400000
25982,AMAYA,BUCHANAN,1090,24798055,8680584,381243,33097396,15,400000
25983,FORREST,COBB,1090,11581073,4076731,233251,15424553,8,250000
25984,ERWIN,FRENCH,1090,25131538,14247272,220947,39157863,15,400000
25985,GUNN,KRAMER,1090,4511762,7449493,660266,11300989,6,200000
25986,SWAN,MCCORMICK,1090,10879905,11680771,886937,21673739,10,300000
25987,BUTCHER,CLARKE,1090,34031583,18991879,826770,52196692,20,450000
25988,ROSADO,TYLER,1090,32824286,16808735,233450,49399571,20,450000
25989,GODWIN,GIBBS,1090,32617949,12474788,301069,44791668,20,450000
25990,HAND,MOODY,1090,45143614,15766329,751382,60158561,30,500000
25991,GABRIEL,CONNER,1090,46149629,13640006,463127,59326508,20,450000
25992,OTTO,SPARKS,1090,43478854,4174524,445579,47207799,20,450000
25993,WHALEY,MCGUIRE,1090,8813956,1633418,153580,10293794,6,200000
25994,LUDWIG,LEON,1090,32661150,15639331,106397,48194084,20,450000
25995,CLIFFORD,BAUER,1090,40053227,10652417,746301,49959343,20,450000
25996,GROVE,NORTON,1090,30132078,15379638,830552,44681164,20,450000
25997,BEAVER,POPE,1090,31651223,9144576,64383,40731416,20,450000
25998,SILVER,FLYNN,1090,10308484,8285404,604058,17989830,8,250000
25999,DANG,HOGAN,1090,12401552,1566945,835319,13133178,8,250000
26000,HAMMER,ROBLES,1090,44788376,3948350,515121,48221605,20,450000
26001,DICK,SALINAS,1090,11005167,4699837,817074,14887930,8,250000
26002,BOSWELL,YATES,1090,47877413,16442489,281987,64037915,30,500000
26003,MEAD,LINDSEY,1090,27507599,8000930,560279,34948250,15,400000
26004,COLVIN,LLOYD,1090,19030740,13251038,911631,31370147,15,400000
26005,OLEARY,MARSH,1090,42593714,9660457,97684,52156487,20,450000
26006,MILLIGAN,MCBRIDE,1090,26078460,6581365,888563,31771262,15,400000
26007,GOINS,OWEN,1090,37812035,3039609,852676,39998968,15,400000
26008,AMES,SOLIS,1090,40078396,10840412,965363,49953445,20,450000
26009,DODGE,PHAM,1090,23018594,2804834,187025,25636403,10,300000
26010,KAUR,LANG,1090,18770850,11409141,15695,30164296,15,400000
26011,ESCOBEDO,PRATT,1090,25743248,17050795,196375,42597668,20,450000
26012,ARREDONDO,LARA,1090,19802432,17403823,555529,36650726,15,400000
26013,GEIGER,BROCK,1090,26730159,9800668,178537,36352290,15,400000
26014,WINKLER,BALLARD,1090,47128984,17968773,833575,64264182,30,500000
26015,DUNHAM,TRUJILLO,1090,29932572,12331908,35181,42229299,20,450000
26016,TEMPLE,SHAFFER,1090,15855686,2417691,875384,17397993,8,250000
26017,BABCOCK,DRAKE,1090,17119857,17826552,414341,34532068,15,400000
26018,BILLINGS,ROMAN,1090,40512329,10147875,111641,50548563,20,450000
26019,GRIMM,AGUIRRE,1090,7687862,16999314,997252,23689924,10,300000
26020,LILLY,MORTON,1090,39033863,3945451,818921,42160393,20,450000
26021,WESLEY,STOKES,1090,14826366,10703359,16404,25513321,10,300000
26022,MCGHEE,LAMB,1090,4328437,2287974,866232,5750179,5,150000
26023,SIEGEL,PACHECO,1090,7952250,7246032,517875,14680407,8,250000
26024,PAINTER,PATRICK,1090,10015655,6085523,574606,15526572,8,250000
26025,BOWER,COCHRAN,1090,5602192,10701325,853508,15450009,8,250000
26026,PURCELL,SHEPHERD,1090,41789244,16071799,836488,57024555,20,450000
26027,BLOCK,CAIN,1090,36742368,16752284,166697,53327955,20,450000
26028,AGUILERA,BURNETT,1090,39299921,2520671,701752,41118840,20,450000
26029,NORWOOD,HESS,1090,21673245,3201293,503161,24371377,10,300000
26030,SHERIDAN,LI,1090,33076697,13128652,688509,45516840,20,450000
26031,CARTWRIGHT,CERVANTES,1090,36935975,2664645,137919,39462701,15,400000
26032,COATES,OLSEN,1090,27111364,16340015,985749,42465630,20,450000
26033,DAVISON,BRIGGS,1090,16928910,17473588,413707,33988791,15,400000
26034,REGAN,OCHOA,1090,10479277,14365244,973986,23870535,10,300000
26035,RAMEY,CABRERA,1090,31216339,12927216,345231,43798324,20,450000
26036,KOENIG,VELASQUEZ,1090,7295273,1806224,559030,8542467,6,200000
26037,KRAFT,MONTOYA,1090,4332479,9363028,619625,13075882,8,250000
26038,BUNCH,ROTH,1090,28960876,1371707,970854,29361729,10,300000
26039,ENGEL,MEYERS,1090,25815392,16321659,684164,41452887,20,450000
26040,TAN,CARDENAS,1090,9743966,16962925,488721,26218170,10,300000
26041,WINN,FUENTES,1090,2295156,16102428,542190,17855394,8,250000
26042,STEWARD,WEISS,1090,15333942,14647290,295409,29685823,10,300000
26043,LINK,HOOVER,1090,12127910,17152913,514582,28766241,10,300000
26044,VICKERS,WILKINS,1090,22873785,2839048,961536,24751297,10,300000
26045,BRAGG,NICHOLSON,1090,31407796,9012574,756779,39663591,15,400000
26046,PIPER,UNDERWOOD,1090,21072792,9162298,459748,29775342,10,300000
26047,HUGGINS,SHORT,1090,44158288,4180521,669785,47669024,20,450000
26048,MICHEL,CARSON,1090,32125672,16177307,686015,47616964,20,450000
26049,HEALY,MORROW,1090,846758,19777101,432192,20191667,10,300000
26050,JACOB,COLON,1090,22465398,9538821,497921,31506298,15,400000
26051,MCDONOUGH,HOLLOWAY,1090,5203140,3229843,462296,7970687,5,150000
26052,WOLFF,SUMMERS,1090,25340378,5929618,626277,30643719,15,400000
26053,COLBERT,BRYAN,1090,28793704,17381880,837187,45338397,20,450000
26054,ZEPEDA,PETERSEN,1090,10722690,18532755,961797,28293648,10,300000
26055,HOANG,MCKENZIE,1090,24748337,18031583,989951,41789969,20,450000
26056,DUGAN,SERRANO,1090,39722850,18025280,636463,57111667,20,450000
26057,MEADE,WILCOX,1090,2274841,11208782,646043,12837580,8,250000
26058,KILGORE,CAREY,1090,47207543,19780314,424507,66563350,30,500000
26059,GUILLEN,CLAYTON,1090,38788106,7237599,686887,45338818,20,450000
26060,DO,POOLE,1090,49539852,13980793,791763,62728882,30,500000
26061,HINOJOSA,CALDERON,1090,16323825,4872697,164529,21031993,10,300000
26062,GOODE,GALLEGOS,1090,3642339,3651778,925992,6368125,5,150000
26063,ARRINGTON,GREER,1090,34556788,14010132,162413,48404507,20,450000
26064,GARY,RIVAS,1090,23190917,13893252,1121,37083048,15,400000
26065,SNELL,GUERRA,1090,8459885,10337988,200326,18597547,8,250000
26066,WILLARD,DECKER,1090,10876238,1462049,421136,11917151,6,200000
26067,RENTERIA,COLLIER,1090,3444879,4459938,860705,7044112,5,150000
26068,CHACON,WALL,1090,7369679,3757906,996750,10130835,6,200000
26069,GALLO,WHITAKER,1090,48199281,18165291,750547,65614025,30,500000
26070,HANKINS,BASS,1090,31224268,11573388,27643,42770013,20,450000
26071,MONTANO,FLOWERS,1090,16167137,16396503,425592,32138048,15,400000
26072,BROWNE,DAVENPORT,1090,1809585,8553539,557181,9805943,6,200000
26073,PEACOCK,CONLEY,1090,2354994,19794160,899755,21249399,10,300000
26074,OHARA,HOUSTON,1090,35011825,15492013,360042,50143796,20,450000
26075,CORNELL,HUFF,1090,13040195,3125933,405596,15760532,8,250000
26076,SHERWOOD,COPELAND,1090,43194779,18136551,146205,61185125,30,500000
26077,CASTELLANOS,HOOD,1090,36782614,2616911,79317,39320208,15,400000
26078,THORPE,MONROE,1090,16163351,19216417,507736,34872032,15,400000
26079,STILES,MASSEY,1090,25537831,7059292,470391,32126732,15,400000
26080,SADLER,ROBERSON,1090,47524448,16713218,541902,63695764,30,500000
26081,LATHAM,COMBS,1090,10640891,16269322,741893,26168320,10,300000
26082,REDMOND,FRANCO,1090,16296004,6359070,466606,22188468,10,300000
26083,GREENBERG,LARSEN,1090,31028199,7916410,797074,38147535,15,400000
26084,COTE,PITTMAN,1090,33316154,10242838,796284,42762708,20,450000
26085,WADDELL,RANDALL,1090,43615421,2338731,372339,45581813,20,450000
26086,DUKES,SKINNER,1090,6659309,13138105,662356,19135058,8,250000
26087,DIAMOND,WILKINSON,1090,35605974,12020498,24544,47601928,20,450000
26088,BUI,KIRBY,1090,40419259,7394168,365381,47448046,20,450000
26089,MADRID,CAMERON,1090,15066274,16687410,422776,31330908,15,400000
26090,ALONSO,BRIDGES,1090,8051716,4631949,175054,12508611,8,250000
26091,SHEETS,ANTHONY,1090,34014405,19353875,420686,52947594,20,450000
26092,IRVIN,RICHARD,1090,6411424,6491325,905686,11997063,6,200000
26093,HURT,KIRK,1090,5881412,1359356,92964,7147804,5,150000
26094,FERRIS,BRUCE,1090,32213879,16708305,252027,48670157,20,450000
26095,SEWELL,SINGLETON,1090,31456246,17761099,254406,48962939,20,450000
26096,CARLTON,MATHIS,1090,37321896,14357213,236998,51442111,20,450000
26097,ARAGON,BRADFORD,1090,29591652,7296608,254366,36633894,15,400000
26098,BLACKMON,BOONE,1090,39076547,15680027,105751,54650823,20,450000
26099,HADLEY,ABBOTT,1090,2011651,19721486,148104,21585033,10,300000
26100,HOYT,CHARLES,1090,29620275,18294474,904062,47010687,20,450000
26101,MCGRAW,ALLISON,1090,13568206,6706117,171798,20102525,10,300000
26102,PAGAN,SWEENEY,1090,1944272,5947360,607800,7283832,5,150000
26103,LAND,ATKINSON,1090,25119952,13902469,395366,38627055,15,400000
26104,TIDWELL,HORN,1090,9948833,19211208,479772,28680269,10,300000
26105,LOVELL,JEFFERSON,1090,15412221,19938779,13069,35337931,15,400000
26106,MINER,ROSALES,1090,19821277,3661799,15940,23467136,10,300000
26107,DOSS,YORK,1090,29104317,17018004,583694,45538627,20,450000
26108,DAHL,CHRISTIAN,1090,8089722,7366298,998065,14457955,8,250000
26109,DELATORRE,PHELPS,1090,26472987,8486213,788078,34171122,15,400000
26110,STANFORD,FARRELL,1090,26882945,4943303,908124,30918124,15,400000
26111,KAUFFMAN,CASTANEDA,1090,12650251,18642864,568618,30724497,15,400000
26112,VELA,NASH,1090,16130307,9362497,826799,24666005,10,300000
26113,GAGNON,DICKERSON,1090,39245836,13001608,657843,51589601,20,450000
26114,WINSTON,BOND,1090,33661085,10893692,130575,44424202,20,450000
26115,GOMES,WYATT,1090,17086527,12579850,689891,28976486,10,300000
26116,THACKER,FOLEY,1090,6204280,17335372,663299,22876353,10,300000
26117,CORONADO,CHASE,1090,17091888,12079306,93434,29077760,10,300000
26118,ASH,GATES,1090,40328323,18649879,165373,58812829,20,450000
26119,JARRETT,VINCENT,1090,1197857,3065590,38698,4224749,5,150000
26120,HAGER,MATHEWS,1090,35620340,16332420,495768,51456992,20,450000
26121,SAMUELS,HODGE,1090,14455624,5630350,432524,19653450,8,250000
26122,METZGER,GARRISON,1090,38646217,16982927,18312,55610832,20,450000
26123,RAINES,TREVINO,1090,8799165,7025161,998653,14825673,8,250000
26124,SPIVEY,VILLARREAL,1090,27580319,3790909,115741,31255487,15,400000
26125,MAURER,HEATH,1090,26348552,8716168,401464,34663256,15,400000
26126,HAN,DALTON,1090,7445088,9789209,74961,17159336,8,250000
26127,VOSS,VALENCIA,1090,27319538,11596028,487971,38427595,15,400000
26128,HENLEY,CALLAHAN,1090,42858616,13817196,295620,56380192,20,450000
26129,CABALLERO,HENSLEY,1090,28296575,12100456,15727,40381304,20,450000
26130,CARUSO,ATKINS,1090,49293005,16768723,115127,65946601,30,500000
26131,COULTER,HUFFMAN,1090,34754974,2289035,778180,36265829,15,400000
26132,NORTH,ROY,1090,12991739,3926596,123265,16795070,8,250000
26133,FINN,BOYER,1090,16013266,3081046,237521,18856791,8,250000
26134,CAHILL,SHIELDS,1090,45396295,12304604,477693,57223206,20,450000
26135,LANIER,LIN,1090,12180888,13129122,830854,24479156,10,300000
26136,SOUZA,HANCOCK,1090,35989781,6085790,154936,41920635,20,450000
26137,MCWILLIAMS,GRIMES,1090,30163901,14811304,29024,44946181,20,450000
26138,DEAL,GLENN,1090,28076546,6210216,380729,33906033,15,400000
26139,URBAN,CLINE,1090,1250737,14442521,237582,15455676,8,250000
26140,SCHAFFER,DELACRUZ,1090,39585636,19543158,178942,58949852,20,450000
26141,HOUSER,CAMACHO,1090,34275572,12773648,693387,46355833,20,450000
26142,CUMMINS,DILLON,1090,30675450,12550889,74862,43151477,20,450000
26143,ROMO,PARRISH,1090,12612324,19035203,537702,31109825,15,400000
26144,CROCKER,ONEILL,1090,16685090,5061284,531566,21214808,10,300000
26145,BASSETT,MELTON,1090,3689610,17990186,258875,21420921,10,300000
26146,KRUSE,BOOTH,1090,47406548,6487101,569541,53324108,20,450000
26147,BOLDEN,KANE,1090,15371287,3547147,62793,18855641,8,250000
26148,YBARRA,BERG,1090,11758838,3381601,61166,15079273,8,250000
26149,METZ,HARRELL,1090,20052826,9466576,2505,29516897,10,300000
26150,ROOT,PITTS,1090,15276791,15529502,859547,29946746,10,300000
26151,MCMULLEN,SAVAGE,1090,45068783,3533255,975237,47626801,20,450000
26152,HAGAN,WIGGINS,1090,48213307,9172157,622749,56762715,20,450000
26153,CRUMP,BRENNAN,1090,12494955,13095422,113743,25476634,10,300000
26154,GUIDRY,SALAS,1090,1861848,16171414,399253,17634009,8,250000
26155,BRANTLEY,MARKS,1090,12346153,15898908,532100,27712961,10,300000
26156,KEARNEY,RUSSO,1090,31628979,15521238,82899,47067318,20,450000
26157,BEAL,SAWYER,1090,23185624,5887188,268104,28804708,10,300000
26158,TOTH,BAXTER,1090,12278926,7480963,815225,18944664,8,250000
26159,JORGENSEN,GOLDEN,1090,21302717,5934543,269398,26967862,10,300000
26160,TIMMONS,HUTCHINSON,1090,29118386,13201285,276725,42042946,20,450000
26161,MILTON,LIU,1090,2949010,18689507,511070,21127447,10,300000
26162,TRIPP,WALTER,1090,29840710,9175601,590156,38426155,15,400000
26163,HURD,MCDOWELL,1090,8892859,5409949,240752,14062056,8,250000
26164,SAPP,WILEY,1090,45929026,13760680,365848,59323858,20,450000
26165,WHITMAN,RICH,1090,31356235,10099980,830371,40625844,20,450000
26166,MESSER,HUMPHREY,1090,12638801,17314417,791679,29161539,10,300000
26167,BURGOS,JOHNS,1090,38736934,3012327,706839,41042422,20,450000
26168,MAJOR,KOCH,1090,14659001,11856338,373140,26142199,10,300000
26169,WESTBROOK,SUAREZ,1090,29659487,9963489,325601,39297375,15,400000
26170,CASTLE,HOBBS,1090,16398312,11090877,798225,26690964,10,300000
26171,SERNA,BEARD,1090,12577071,18516534,671931,30421674,15,400000
26172,CARLISLE,GILMORE,1090,21036826,18723403,885100,38875129,15,400000
26173,VARELA,IBARRA,1090,27908506,18893066,258996,46542576,20,450000
26174,CULLEN,KEITH,1090,954863,13349958,659439,13645382,8,250000
26175,WILHELM,MACIAS,1090,47210054,1304823,633851,47881026,20,450000
26176,BERGERON,KHAN,1090,20279623,17425894,390380,37315137,15,400000
26177,BURGER,ANDRADE,1090,5930963,4799418,936249,9794132,6,200000
26178,POSEY,WARE,1090,14885275,8949405,129176,23705504,10,300000
26179,BARNHART,STEPHENSON,1090,25723066,19335342,38110,45020298,20,450000
26180,HACKETT,HENSON,1090,41452293,2039114,744988,42746419,20,450000
26181,MADRIGAL,WILKERSON,1090,33028269,16430165,275729,49182705,20,450000
26182,EUBANKS,DYER,1090,44431415,6289381,667949,50052847,20,450000
26183,SIZEMORE,MCCLURE,1090,3780111,5491009,932253,8338867,6,200000
26184,HILLIARD,BLACKWELL,1090,36659866,6385353,170942,42874277,20,450000
26185,HARGROVE,MERCADO,1090,7119020,17163758,279144,24003634,10,300000
26186,BOUCHER,TANNER,1090,34560199,17988100,833912,51714387,20,450000
26187,THOMASON,EATON,1090,29259248,9959940,47097,39172091,15,400000
26188,MELVIN,CLAY,1090,34629640,16800784,627155,50803269,20,450000
26189,ROPER,BARRON,1090,18174206,11020058,18590,29175674,10,300000
26190,BARNARD,BEASLEY,1090,46905954,11636864,45285,58497533,20,450000
26191,FONSECA,ONEAL,1090,27142140,9109781,691539,35560382,15,400000
26192,PEDERSEN,PRESTON,1090,24716741,9693839,452087,33958493,15,400000
26193,QUIROZ,SMALL,1090,44989091,13297008,155665,58130434,20,450000
26194,WASHBURN,WU,1090,48401392,10906709,949818,58358283,20,450000
26195,HOLLIDAY,ZAMORA,1090,28247217,3392086,853768,30785535,15,400000
26196,YEE,MACDONALD,1090,26178990,2094528,192248,28081270,10,300000
26197,RUDOLPH,VANCE,1090,46187108,15813766,672570,61328304,30,500000
26198,BERMUDEZ,SNOW,1090,5479033,19436232,770403,24144862,10,300000
26199,COYLE,MCCLAIN,1090,32717085,8988232,448339,41256978,20,450000
26200,GIL,STAFFORD,1090,18507535,9294872,706940,27095467,10,300000
26201,PINA,OROZCO,1090,24605465,6978724,456373,31127816,15,400000
26202,GOODRICH,BARRY,1090,26351894,11514703,189152,37677445,15,400000
26203,ELIAS,ENGLISH,1090,27426831,15343367,41329,42728869,20,450000
26204,LOCKWOOD,SHANNON,1090,35439099,5536368,88705,40886762,20,450000
26205,CABRAL,KLINE,1090,27212169,15186256,730985,41667440,20,450000
26206,CARRANZA,JACOBSON,1090,17619995,11395908,377240,28638663,10,300000
26207,DUVALL,WOODARD,1090,38951176,3594500,194221,42351455,20,450000
26208,CORNELIUS,HUANG,1090,21203523,16553798,939117,36818204,15,400000
26209,MCCOLLUM,KEMP,1090,40447832,16224616,669198,56003250,20,450000
26210,STREET,MOSLEY,1090,14730844,16742453,992705,30480592,15,400000
26211,MCNEAL,PRINCE,1090,2004959,17740043,340447,19404555,8,250000
26212,CONNORS,MERRITT,1090,48096590,2248059,519375,49825274,20,450000
26213,ANGEL,HURST,1090,36952291,18789808,211737,55530362,20,450000
26214,PAULSON,VILLANUEVA,1090,44754777,16445824,803427,60397174,30,500000
26215,HINSON,ROACH,1090,23440373,8348077,972525,30815925,15,400000
26216,KEENAN,NOLAN,1090,14318258,5525080,817984,19025354,8,250000
26217,SHELDON,LAM,1090,47532102,4250226,833867,50948461,20,450000
26218,FARR,YODER,1090,12102451,9038189,887398,20253242,10,300000
26219,EDDY,MCCULLOUGH,1090,44596746,11982337,486479,56092604,20,450000
26220,SAMUEL,LESTER,1090,8154852,19398603,83494,27469961,10,300000
26221,RING,SANTANA,1090,40694285,6717752,704127,46707910,20,450000
26222,LEDBETTER,VALENZUELA,1090,24497937,19657484,881784,43273637,20,450000
26223,BETTS,WINTERS,1090,8699095,11358110,691806,19365399,8,250000
26224,FONTENOT,BARRERA,1090,20581218,13274139,535100,33320257,15,400000
26225,GIFFORD,LEACH,1090,47309508,8316618,424400,55201726,20,450000
26226,HANNAH,ORR,1090,35384911,18262941,617482,53030370,20,450000
26227,HANLEY,BERGER,1090,4473499,14189880,863862,17799517,8,250000
26228,PERSON,MCKEE,1090,24888952,17004243,48503,41844692,20,450000
26229,FOUNTAIN,STRONG,1090,24948943,3162857,244174,27867626,10,300000
26230,LEVIN,CONWAY,1090,23032921,9042904,533314,31542511,15,400000
26231,STUBBS,STEIN,1090,9310542,1610085,310408,10610219,6,200000
26232,HIGHTOWER,WHITEHEAD,1090,2858023,9480059,942166,11395916,6,200000
26233,MURDOCK,BULLOCK,1090,4596449,3325537,19803,7902183,5,150000
26234,KOEHLER,ESCOBAR,1090,27569075,18297026,265907,45600194,20,450000
26235,MA,KNOX,1090,41341744,14080513,450578,54971679,20,450000
26236,ENGLE,MEADOWS,1090,38047729,2551196,875361,39723564,15,400000
26237,SMILEY,SOLOMON,1090,10822353,7738192,94815,18465730,8,250000
26238,CARMICHAEL,VELEZ,1090,20623978,6565644,987458,26202164,10,300000
26239,SHEFFIELD,ODONNELL,1090,21082827,14781260,616798,35247289,15,400000
26240,LANGSTON,KERR,1090,19184054,4735336,600426,23318964,10,300000
26241,MCCRACKEN,STOUT,1090,4591326,14305415,698854,18197887,8,250000
26242,YOST,BLANKENSHIP,1090,42282444,18945143,520349,60707238,30,500000
26243,TROTTER,BROWNING,1090,49609957,17246620,800198,66056379,30,500000
26244,STORY,KENT,1090,9076944,1493260,126175,10444029,6,200000
26245,STARKS,LOZANO,1090,21567059,13400783,139387,34828455,15,400000
26246,LUJAN,BARTLETT,1090,5835149,13912202,45171,19702180,8,250000
26247,BLOUNT,PRUITT,1090,47461627,6759895,132074,54089448,20,450000
26248,CODY,BUCK,1090,13400505,3313605,146075,16568035,8,250000
26249,RUSHING,BARR,1090,42717735,5630513,28897,48319351,20,450000
26250,BENOIT,GAINES,1090,31257680,9998494,588349,40667825,20,450000
26251,HERNDON,DURHAM,1090,41599756,9844055,159002,51284809,20,450000
26252,JACOBSEN,GENTRY,1090,26038019,12508235,340556,38205698,15,400000
26253,NIETO,MCINTYRE,1090,1659120,17405362,119079,18945403,8,250000
26254,WISEMAN,SLOAN,1090,44245367,10185506,675479,53755394,20,450000
26255,LAYTON,ROCHA,1090,31796616,18339168,575656,49560128,20,450000
26256,EPPS,MELENDEZ,1090,14390646,18746434,512601,32624479,15,400000
26257,SHIPLEY,HERMAN,1090,34684541,8782921,99398,43368064,20,450000
26258,LEYVA,SEXTON,1090,3736551,11881440,810879,14807112,8,250000
26259,REEDER,MOON,1090,3470683,1938446,134398,5274731,5,150000
26260,BRAND,HENDRICKS,1090,26919371,5553117,243870,32228618,15,400000
26261,ROLAND,RANGEL,1090,29200180,19105522,444034,47861668,20,450000
26262,FITCH,STARK,1090,24102778,3516325,810138,26808965,10,300000
26263,RICO,LOWERY,1090,20343422,19316878,656011,39004289,15,400000
26264,NAPIER,HARDIN,1090,27334199,1247482,251637,28330044,10,300000
26265,CRONIN,HULL,1090,15529709,16870748,309541,32090916,15,400000
26266,MCQUEEN,SELLERS,1090,36753842,9302332,27426,46028748,20,450000
26267,PAREDES,ELLISON,1090,41108522,5126620,732661,45502481,20,450000
26268,TRENT,CALHOUN,1090,8759552,9436297,619985,17575864,8,250000
26269,CHRISTIANSEN,GILLESPIE,1090,8177548,17854032,438023,25593557,10,300000
26270,SPANGLER,MORA,1090,19387893,11593569,89631,30891831,15,400000
26271,PETTIT,KNAPP,1090,2311129,5224261,882830,6652560,5,150000
26272,LANGFORD,MCCALL,1090,4186903,3154757,497760,6843900,5,150000
26273,BENAVIDES,MORSE,1090,24411835,5120678,293113,29239400,10,300000
26274,PENN,DORSEY,1090,2082949,1531484,493608,3120825,4,100000
26275,PAIGE,WEEKS,1090,44614261,11730087,676840,55667508,20,450000
26276,WEIR,NIELSEN,1090,6007227,14646482,793590,19860119,8,250000
26277,DIETZ,LIVINGSTON,1090,29586709,10301129,750502,39137336,15,400000
26278,PRATER,LEBLANC,1090,45074378,17510327,816190,61768515,30,500000
26279,BREWSTER,MCLEAN,1090,22019656,3503389,344129,25178916,10,300000
26280,LOUIS,BRADSHAW,1090,42643988,6860025,670448,48833565,20,450000
26281,DIEHL,GLASS,1090,40391353,15382350,431262,55342441,20,450000
26282,PACK,MIDDLETON,1090,15456418,9698855,92338,25062935,10,300000
26283,SPAULDING,BUCKLEY,1090,26959843,5022318,120057,31862104,15,400000
26284,ERNST,SCHAEFER,1090,38790146,3278312,526877,41541581,20,450000
26285,AVILES,FROST,1090,20540574,3465211,813270,23192515,10,300000
26286,NOWAK,HOWE,1090,27486900,4929461,520480,31895881,15,400000
26287,OLVERA,HOUSE,1090,45559864,14739287,176605,60122546,30,500000
26288,ROCK,MCINTOSH,1090,8418880,7482842,465512,15436210,8,250000
26289,MANSFIELD,HO,1090,4006767,9369850,971634,12404983,8,250000
26290,AQUINO,PENNINGTON,1090,2423749,8126115,706202,9843662,6,200000
26291,OGDEN,REILLY,1090,4500575,4975419,394334,9081660,6,200000
26292,STACY,HEBERT,1090,22562498,1333047,416249,23479296,10,300000
26293,RIZZO,MCFARLAND,1090,15819291,3312416,156817,18974890,8,250000
26294,SYLVESTER,HICKMAN,1090,47059141,18921929,440208,65540862,30,500000
26295,GILLIS,NOBLE,1090,13822698,11308871,562889,24568680,10,300000
26296,SANDS,SPEARS,1090,33929024,7874402,689255,41114171,20,450000
26297,MACHADO,CONRAD,1090,41842571,11491595,742367,52591799,20,450000
26298,LOVETT,ARIAS,1090,38088263,13386151,869707,50604707,20,450000
26299,DUONG,GALVAN,1090,39477880,4106186,272745,43311321,20,450000
26300,HYATT,VELAZQUEZ,1090,19270362,8869612,561649,27578325,10,300000
26301,LANDIS,HUYNH,1090,48731318,3446367,10452,52167233,20,450000
26302,PLATT,FREDERICK,1090,8547689,18460356,969245,26038800,10,300000
26303,BUSTAMANTE,RANDOLPH,1090,49407045,8274204,151277,57529972,20,450000
26304,HEDRICK,CANTU,1090,29726910,8128023,273004,37581929,15,400000
26305,PRITCHETT,FITZPATRICK,1090,26829869,9528743,386032,35972580,15,400000
26306,GASTON,MAHONEY,1090,37014538,1824400,997873,37841065,15,400000
26307,DOBSON,PECK,1090,28575008,15593260,531972,43636296,20,450000
26308,CAUDILL,VILLA,1090,22425347,16856748,617496,38664599,15,400000
26309,TACKETT,MICHAEL,1090,12264934,3972140,349102,15887972,8,250000
26310,BATEMAN,DONOVAN,1090,29458165,10180105,596640,39041630,15,400000
26311,LANDERS,MCCONNELL,1090,13697237,12945981,153342,26489876,10,300000
26312,CARMONA,WALLS,1090,42851098,3682669,912379,45621388,20,450000
26313,GIPSON,BOYLE,1090,24780272,1725788,211928,26294132,10,300000
26314,URIBE,MAYER,1090,12838667,11634925,449632,24023960,10,300000
26315,MCNEILL,ZUNIGA,1090,9967241,10156138,388945,19734434,8,250000
26316,LEDFORD,GILES,1090,38815944,15316599,32801,54099742,20,450000
26317,MIMS,PINEDA,1090,33332933,12366228,714293,44984868,20,450000
26318,ABEL,PACE,1090,44441278,13104550,785588,56760240,20,450000
26319,GOLD,HURLEY,1090,39808125,15075837,589268,54294694,20,450000
26320,SMALLWOOD,MAYS,1090,49532472,17874027,411192,66995307,30,500000
26321,THORNE,MCMILLAN,1090,49757277,16401855,884022,65275110,30,500000
26322,MCHUGH,CROSBY,1090,47692447,14685781,154502,62223726,30,500000
26323,DICKENS,AYERS,1090,47505226,18442386,858117,65089495,30,500000
26324,LEUNG,CASE,1090,4730358,17654813,942844,21442327,10,300000
26325,TOBIN,BENTLEY,1090,37009115,10915431,34289,47890257,20,450000
26326,KOWALSKI,SHEPARD,1090,20388399,1642633,419484,21611548,10,300000
26327,MEDEIROS,EVERETT,1090,12445545,7536185,76566,19905164,8,250000
26328,COPE,PUGH,1090,732428,11019844,560282,11191990,6,200000
26329,QUEZADA,DAVID,1090,45122679,6012835,288654,50846860,20,450000
26330,KRAUS,MCMAHON,1090,27230122,4933722,214230,31949614,15,400000
26331,OVERTON,DUNLAP,1090,28804907,10957832,937405,38825334,15,400000
26332,MONTALVO,BENDER,1090,16625658,12973807,603855,28995610,10,300000
26333,STALEY,HAHN,1090,44940115,4254457,550077,48644495,20,450000
26334,WOODY,HARDING,1090,2861089,5273448,857443,7277094,5,150000
26335,HATHAWAY,ACEVEDO,1090,19661350,10388567,45393,30004524,15,400000
26336,OSORIO,RAYMOND,1090,15001006,13603565,781890,27822681,10,300000
26337,LAIRD,BLACKBURN,1090,18343649,17914271,442390,35815530,15,400000
